Revision;NumberOfLOC;NumberOfNonEmptyLOC;TotalNumberOfReferences;WholeProcessExecutionTime;ParsingAndIndexingOnlyExecutionTime;ExtractingTransformationsExecutionTime;MergeProcessOnlyExecutionTime
rev_c88ba226_17f5c889;137350;122378;67809;58152;30031;15336;12748
