Revision;NumberOfTransformationsLeftBase;NumberOfBodyChangedCallableTransLeft;NumberOfTransformationsRightBase;NumberOfBodyChangedCallableTransRight;NumberOfConflicts;WholeProcessExecutionTime;MergeProcessOnlyExecutionTime
rev_c1bdb9df_d118ca52;38;12;23;13;15;22724;0
